codigo,descripcion,precio_dolares,precio_pesos,familia,familia_nombre,proveedor_nombre,marca_moto,modelo_moto,descripcion_normalizada,sinonimos,cilindrada,categoria_final
1451/00355-566,ESPEJO JGO. FUTURA/BUSSINES NEGRO 10 MM DER/DER VC,0,10582.766964,1451,ESPEJO,VC,JGO.,FUTURA/BUSSINES NEGRO 10 MM DER/DER,espejo jgo futura bussines negro 10 mm der der vc,espejo; espejo jgo futura bussines negro 10 mm der der vc; jgo; jgo futura bussines negro 10 mm der der,,Universal / Varios
1451/00046-507,ESPEJO JGO. GILERA SMASH 110CC HB,0,20269.359891,1451,ESPEJO,HB,JGO.,GILERA SMASH 110CC,espejo jgo gilera smash 110cc hb,espejo; espejo jgo gilera smash 110cc hb; jgo; jgo gilera smash 110cc,110.0,Universal / Varios
1451/00052-507,ESPEJO JGO. HONDA BIZ HB,0,8951.498325,1451,ESPEJO,HB,JGO.,HONDA BIZ,espejo jgo honda biz hb,espejo; espejo jgo honda biz hb; jgo; jgo honda biz,,Universal / Varios
1451/00090-507,ESPEJO JGO. HONDA CG 125 TODAY R10MM NEGRO HB,0,11327.554755,1451,ESPEJO,HB,JGO.,HONDA CG 125 TODAY R10MM NEGRO,espejo jgo honda cg 125 today r10mm negro hb,espejo; espejo jgo honda cg 125 today r10mm negro hb; jgo; jgo honda cg 125 today r10mm negro,125.0,Universal / Varios
1451/00050-507,ESPEJO JGO. HONDA TITAN 2000 HB,0,9080.126649,1451,ESPEJO,HB,JGO.,HONDA TITAN 2000,espejo jgo honda titan 2000 hb,espejo; espejo jgo honda titan 2000 hb; jgo; jgo honda titan 2000,,Universal / Varios
1451/00105-507,ESPEJO JGO. HONDA WAVE-YAMAHA YBR HB,0,9152.703054000001,1451,ESPEJO,HB,JGO.,HONDA WAVE-YAMAHA YBR,espejo jgo honda wave yamaha ybr hb,espejo; espejo jgo honda wave yamaha ybr hb; jgo; jgo honda wave yamaha ybr,,Universal / Varios
1451/00103-536,ESPEJO JGO. HONDA XLR125/150 REDONDO ROSCA IZQ AF,0,15096.421494,1451,ESPEJO,AF,JGO.,HONDA XLR125/150 REDONDO ROSCA IZQ,espejo jgo honda xlr125 150 redondo rosca izq af,espejo; espejo jgo honda xlr125 150 redondo rosca izq af; jgo; jgo honda xlr125 150 redondo rosca izq,125.0,Universal / Varios
1451/02023-536,ESPEJO JGO. HONDA XR125 150L TORNADO R.DER.(ZX338) AF,0,15096.421494,1451,ESPEJO,AF,JGO.,HONDA XR125 150L TORNADO R.DER.(ZX338),espejo jgo honda xr125 150l tornado r der zx338 af,espejo; espejo jgo honda xr125 150l tornado r der zx338 af; jgo; jgo honda xr125 150l tornado r der zx338,125.0,Universal / Varios
1451/02023-560,ESPEJO JGO. HONDA XR125 150L TORNADO R.DER.(ZX338) MDA,0,13673.992563,1451,ESPEJO,MDA,JGO.,HONDA XR125 150L TORNADO R.DER.(ZX338),espejo jgo honda xr125 150l tornado r der zx338 mda,espejo; espejo jgo honda xr125 150l tornado r der zx338 mda; jgo; jgo honda xr125 150l tornado r der zx338,125.0,Universal / Varios
1451/01412-536,ESPEJO JGO. MOTOMEL SKUA/MOTARD-CORVEN ROSCA 10MM AF,0,12513.318939,1451,ESPEJO,AF,JGO.,MOTOMEL SKUA/MOTARD-CORVEN ROSCA 10MM,espejo jgo motomel skua motard corven rosca 10mm af,espejo; espejo jgo motomel skua motard corven rosca 10mm af; jgo; jgo motomel skua motard corven rosca 10mm,,Universal / Varios
1451/20020-560,ESPEJO JGO. OVALADO CONVEXO MDA,0,13673.992563,1451,ESPEJO,MDA,JGO.,OVALADO CONVEXO,espejo jgo ovalado convexo mda,espejo; espejo jgo ovalado convexo mda; jgo; jgo ovalado convexo,,Universal / Varios
1451/02100-560,ESPEJO JGO. OVALADO R10MM VIDRIO CURVO MDA,0,15120.257526,1451,ESPEJO,MDA,JGO.,OVALADO R10MM VIDRIO CURVO,espejo jgo ovalado r10mm vidrio curvo mda,espejo; espejo jgo ovalado r10mm vidrio curvo mda; jgo; jgo ovalado r10mm vidrio curvo,,Universal / Varios
1451/00101-507,ESPEJO JGO. RECTANGULAR NEGRO UNIVERSAL (IZQ=DER) HB,0,10042.153605,1451,ESPEJO,HB,JGO.,RECTANGULAR NEGRO UNIVERSAL (IZQ=DER),espejo jgo rectangular negro universal izq der hb,espejo; espejo jgo rectangular negro universal izq der hb; jgo; jgo rectangular negro universal izq der,,Universal / Varios
1451/00510-507,ESPEJO JGO. TC CICLO C/ABRAZADERA NEGRO HB,0,9312.949404,1451,ESPEJO,HB,JGO.,TC CICLO C/ABRAZADERA NEGRO,espejo jgo tc ciclo c abrazadera negro hb,espejo; espejo jgo tc ciclo c abrazadera negro hb; jgo; jgo tc ciclo c abrazadera negro,,Universal / Varios
1451/00510-560,ESPEJO JGO. TC CICLO C/ABRAZADERA NEGRO MDA,0,11486.340756,1451,ESPEJO,MDA,JGO.,TC CICLO C/ABRAZADERA NEGRO,espejo jgo tc ciclo c abrazadera negro mda,espejo; espejo jgo tc ciclo c abrazadera negro mda; jgo; jgo tc ciclo c abrazadera negro,,Universal / Varios
1451/01130-022,ESPEJO JGO. UNIV. 10 MM. NSU,25.15990737679089,0,1451,ESPEJO,NSU,JGO.,UNIV. 10 MM.,espejo jgo univ 10 mm nsu,espejo; espejo jgo univ 10 mm nsu; jgo; jgo univ 10 mm,,Universal / Varios
1451/00540-027,ESPEJO JGO. UNIVERSAL NUOVA MEYSTE,9.923118067626133,0,1451,ESPEJO,MEYSTE,JGO.,UNIVERSAL NUOVA,espejo jgo universal nuova meyste,espejo; espejo jgo universal nuova meyste; jgo; jgo universal nuova,,Universal / Varios
1451/00069-536,ESPEJO JGO. UNIVERSAL ROSCA 10MM NEGRO AF,0,11498.425389,1451,ESPEJO,AF,JGO.,UNIVERSAL ROSCA 10MM NEGRO,espejo jgo universal rosca 10mm negro af,espejo; espejo jgo universal rosca 10mm negro af; jgo; jgo universal rosca 10mm negro,,Universal / Varios
1451/32100-022,ESPEJO JGO. UNIVERSAL ROSCA 10MM NEGRO/CROMADO NSU,14.08793039527944,0,1451,ESPEJO,NSU,JGO.,UNIVERSAL ROSCA 10MM NEGRO/CROMADO,espejo jgo universal rosca 10mm negro cromado nsu,espejo; espejo jgo universal rosca 10mm negro cromado nsu; jgo; jgo universal rosca 10mm negro cromado,,Universal / Varios
1451/20019-560,ESPEJO JGO. YAMAHA FZ16 R10MM IZQ MDA,0,13673.992563,1451,ESPEJO,MDA,JGO.,YAMAHA FZ16 R10MM IZQ,espejo jgo yamaha fz16 r10mm izq mda,espejo; espejo jgo yamaha fz16 r10mm izq mda; jgo; jgo yamaha fz16 r10mm izq,,Universal / Varios
1451/00740-022,ESPEJO JGO. ZX-031 8MM NSU,12.64511757464171,0,1451,ESPEJO,NSU,JGO.,ZX-031 8MM,espejo jgo zx 031 8mm nsu,espejo; espejo jgo zx 031 8mm nsu; jgo; jgo zx 031 8mm,,Universal / Varios
1451/32320-022,ESPEJO JGO. ZX-2654/3 CROMADO/NEGRO NSU,12.40412273758992,0,1451,ESPEJO,NSU,JGO.,ZX-2654/3 CROMADO/NEGRO,espejo jgo zx 2654 3 cromado negro nsu,espejo; espejo jgo zx 2654 3 cromado negro nsu; jgo; jgo zx 2654 3 cromado negro,,Universal / Varios
1451/32800-022,ESPEJO JGO. ZX-2759 NEGRO C/ACRILICO REFLECTIVO NSU,12.34957394547632,0,1451,ESPEJO,NSU,JGO.,ZX-2759 NEGRO C/ACRILICO REFLECTIVO,espejo jgo zx 2759 negro c acrilico reflectivo nsu,espejo; espejo jgo zx 2759 negro c acrilico reflectivo nsu; jgo; jgo zx 2759 negro c acrilico reflectivo,,Universal / Varios
1451/32900-022,ESPEJO JGO. ZX-2899 NEGRO C/GIRO 9 LEDS NSU,18.28895848230364,0,1451,ESPEJO,NSU,JGO.,ZX-2899 NEGRO C/GIRO 9 LEDS,espejo jgo zx 2899 negro c giro 9 leds nsu,espejo; espejo jgo zx 2899 negro c giro 9 leds nsu; jgo; jgo zx 2899 negro c giro 9 leds,,Universal / Varios
1451/30196-022,ESPEJO JGO.CROMADO C/LUZ POSIC.GIRO 10MM(196)ZX233 NSU,19.48936994338697,0,1451,ESPEJO,NSU,JGO.CROMADO,C/LUZ POSIC.GIRO 10MM(196)ZX233,espejo jgo cromado c luz posic giro 10mm 196 zx233 nsu,espejo; espejo jgo cromado c luz posic giro 10mm 196 zx233 nsu; jgo cromado; jgo cromado c luz posic giro 10mm 196 zx233,,Universal / Varios
1881/00304-667,ESTATOR BAJAJ ROUSER NS 200 PIETCARD,0,55846.931085,1881,ESTATOR,PIETCARD,BAJAJ,ROUSER NS 200,estator bajaj rouser ns 200 pietcard,bajaj; bajaj rouser ns 200; estator; estator bajaj rouser ns 200 pietcard,200.0,Universal / Varios
1881/00309-667,ESTATOR HONDA CG 125 8P PIETCARD,0,50146.885107,1881,ESTATOR,PIETCARD,HONDA,CG 125 8P,estator honda cg 125 8p pietcard,estator; estator honda cg 125 8p pietcard; honda; honda cg 125 8p,125.0,Universal / Varios
1881/00255-667,ESTATOR HONDA CG TITAN 125/150 8POLOS PIETCARD,0,51673.596678,1881,ESTATOR,PIETCARD,HONDA,CG TITAN 125/150 8POLOS,estator honda cg titan 125 150 8polos pietcard,estator; estator honda cg titan 125 150 8polos pietcard; honda; honda cg titan 125 150 8polos,125.0,Universal / Varios
1881/00241-667,ESTATOR MONOFASICO YAMAHA NEW CRYPTON 110 PIETCARD,0,46455.475671,1881,ESTATOR,PIETCARD,MONOFASICO,YAMAHA NEW CRYPTON 110,estator monofasico yamaha new crypton 110 pietcard,estator; estator monofasico yamaha new crypton 110 pietcard; monofasico; monofasico yamaha new crypton 110,110.0,Universal / Varios
1881/00308-667,ESTATOR SUZUKI GIXXER 150 PIETCARD,0,61310.772963,1881,ESTATOR,PIETCARD,SUZUKI,GIXXER 150,estator suzuki gixxer 150 pietcard,estator; estator suzuki gixxer 150 pietcard; suzuki; suzuki gixxer 150,150.0,Universal / Varios
1881/02869-022,ESTATOR VOL. GILERA SMASH (VIEJA)/GLA NSU,12.05797744086213,0,1881,ESTATOR,NSU,VOL.,GILERA SMASH (VIEJA)/GLA,estator vol gilera smash vieja gla nsu,estator; estator vol gilera smash vieja gla nsu; vol; vol gilera smash vieja gla,,Universal / Varios
1881/00004-022,ESTATOR VOL. GILERA SMASH 8 BOB. NSU,12.644621554276,0,1881,ESTATOR,NSU,VOL.,GILERA SMASH 8 BOB.,estator vol gilera smash 8 bob nsu,estator; estator vol gilera smash 8 bob nsu; vol; vol gilera smash 8 bob,,Universal / Varios
1881/00003-022,ESTATOR VOL. GILERA SMASH 9 BOB. NSU,13.78691223958397,0,1881,ESTATOR,NSU,VOL.,GILERA SMASH 9 BOB.,estator vol gilera smash 9 bob nsu,estator; estator vol gilera smash 9 bob nsu; vol; vol gilera smash 9 bob,,Universal / Varios
1881/02895-623,ESTATOR VOL. GILERA SMASH 9 BOBINAS DZE,0,48793.543425,1881,ESTATOR,DZE,VOL.,GILERA SMASH 9 BOBINAS,estator vol gilera smash 9 bobinas dze,estator; estator vol gilera smash 9 bobinas dze; vol; vol gilera smash 9 bobinas,,Universal / Varios
1881/00235-667,ESTATOR VOL. GILERA VC 150 2017ADEL. MONO 6P PIETCARD,0,53831.149614,1881,ESTATOR,PIETCARD,VOL.,GILERA VC 150 2017ADEL. MONO 6P,estator vol gilera vc 150 2017adel mono 6p pietcard,estator; estator vol gilera vc 150 2017adel mono 6p pietcard; vol; vol gilera vc 150 2017adel mono 6p,150.0,Universal / Varios
1881/00011-022,ESTATOR VOL. GILERA VCR200/ZANELLA RX200 12BOB. NSU,15.45202338582115,0,1881,ESTATOR,NSU,VOL.,GILERA VCR200/ZANELLA RX200 12BOB.,estator vol gilera vcr200 zanella rx200 12bob nsu,estator; estator vol gilera vcr200 zanella rx200 12bob nsu; vol; vol gilera vcr200 zanella rx200 12bob,200.0,Universal / Varios
1881/02871-022,ESTATOR VOL. GILERA YL150CC NSU,12.78501972296333,0,1881,ESTATOR,NSU,VOL.,GILERA YL150CC,estator vol gilera yl150cc nsu,estator; estator vol gilera yl150cc nsu; vol; vol gilera yl150cc,150.0,Universal / Varios
1881/02904-623,ESTATOR VOL. GUERRERO GLX125 07 DZE,0,42731.02706399999,1881,ESTATOR,DZE,VOL.,GUERRERO GLX125 07,estator vol guerrero glx125 07 dze,estator; estator vol guerrero glx125 07 dze; vol; vol guerrero glx125 07,125.0,Universal / Varios
1881/00013-022,ESTATOR VOL. HONDA BIZ 125 8 BOBINAS NSU,13.33409927724392,0,1881,ESTATOR,NSU,VOL.,HONDA BIZ 125 8 BOBINAS,estator vol honda biz 125 8 bobinas nsu,estator; estator vol honda biz 125 8 bobinas nsu; vol; vol honda biz 125 8 bobinas,125.0,Universal / Varios
1881/00010-022,ESTATOR VOL. HONDA BIZ M/NUEVO NSU,10.65985194065881,0,1881,ESTATOR,NSU,VOL.,HONDA BIZ M/NUEVO,estator vol honda biz m nuevo nsu,estator; estator vol honda biz m nuevo nsu; vol; vol honda biz m nuevo,,Universal / Varios
1881/00012-022,ESTATOR VOL. HONDA C100 6 BOBINAS 2CABLES AMAR NSU,11.8266877505436,0,1881,ESTATOR,NSU,VOL.,HONDA C100 6 BOBINAS 2CABLES AMAR,estator vol honda c100 6 bobinas 2cables amar nsu,estator; estator vol honda c100 6 bobinas 2cables amar nsu; vol; vol honda c100 6 bobinas 2cables amar,100.0,Universal / Varios
1881/02922-623,ESTATOR VOL. HONDA CBX 250 DZE,0,80135.66147400001,1881,ESTATOR,DZE,VOL.,HONDA CBX 250,estator vol honda cbx 250 dze,estator; estator vol honda cbx 250 dze; vol; vol honda cbx 250,250.0,Universal / Varios
1881/00017-022,ESTATOR VOL. HONDA CG 125 TITAN 2000 NSU,13.87403332798577,0,1881,ESTATOR,NSU,VOL.,HONDA CG 125 TITAN 2000,estator vol honda cg 125 titan 2000 nsu,estator; estator vol honda cg 125 titan 2000 nsu; vol; vol honda cg 125 titan 2000,125.0,Universal / Varios
1881/02854-623,ESTATOR VOL. HONDA CG 125 TODAY (1991/1998) DZE,0,59054.65137,1881,ESTATOR,DZE,VOL.,HONDA CG 125 TODAY (1991/1998),estator vol honda cg 125 today 1991 1998 dze,estator; estator vol honda cg 125 today 1991 1998 dze; vol; vol honda cg 125 today 1991 1998,125.0,Universal / Varios
1881/02938-623,ESTATOR VOL. HONDA CG 150 NEW DZE,0,61695.521019,1881,ESTATOR,DZE,VOL.,HONDA CG 150 NEW,estator vol honda cg 150 new dze,estator; estator vol honda cg 150 new dze; vol; vol honda cg 150 new,150.0,Universal / Varios
1881/02926-623,ESTATOR VOL. HONDA FALCON NX 400 DZE,0,111498.195006,1881,ESTATOR,DZE,VOL.,HONDA FALCON NX 400,estator vol honda falcon nx 400 dze,estator; estator vol honda falcon nx 400 dze; vol; vol honda falcon nx 400,400.0,Universal / Varios
1881/00014-022,ESTATOR VOL. HONDA GLH 150 NSU,22.3849432303933,0,1881,ESTATOR,NSU,VOL.,HONDA GLH 150,estator vol honda glh 150 nsu,estator; estator vol honda glh 150 nsu; vol; vol honda glh 150,150.0,Universal / Varios
1881/00192-022,ESTATOR VOL. HONDA NAVI NSU,17.09762707994362,0,1881,ESTATOR,NSU,VOL.,HONDA NAVI,estator vol honda navi nsu,estator; estator vol honda navi nsu; vol; vol honda navi,,Universal / Varios
1881/02932-623,ESTATOR VOL. HONDA STORM 125 DZE,0,41726.98322099999,1881,ESTATOR,DZE,VOL.,HONDA STORM 125,estator vol honda storm 125 dze,estator; estator vol honda storm 125 dze; vol; vol honda storm 125,125.0,Universal / Varios
1881/05000-022,ESTATOR VOL. HONDA STORM NSU,14.14459000776146,0,1881,ESTATOR,NSU,VOL.,HONDA STORM,estator vol honda storm nsu,estator; estator vol honda storm nsu; vol; vol honda storm,,Universal / Varios
1881/10205-623,ESTATOR VOL. HONDA TITAN 125 CC (2000/2001) DZE,0,57424.206015,1881,ESTATOR,DZE,VOL.,HONDA TITAN 125 CC (2000/2001),estator vol honda titan 125 cc 2000 2001 dze,estator; estator vol honda titan 125 cc 2000 2001 dze; vol; vol honda titan 125 cc 2000 2001,125.0,Universal / Varios
1881/10206-623,ESTATOR VOL. HONDA TITAN 125 FAN (2003/2005) DZE,0,55751.655564,1881,ESTATOR,DZE,VOL.,HONDA TITAN 125 FAN (2003/2005),estator vol honda titan 125 fan 2003 2005 dze,estator; estator vol honda titan 125 fan 2003 2005 dze; vol; vol honda titan 125 fan 2003 2005,125.0,Universal / Varios
1881/00150-022,ESTATOR VOL. HONDA TITAN 150 NSU,13.57758146153131,0,1881,ESTATOR,NSU,VOL.,HONDA TITAN 150,estator vol honda titan 150 nsu,estator; estator vol honda titan 150 nsu; vol; vol honda titan 150,150.0,Universal / Varios
1881/00018-022,ESTATOR VOL. HONDA TITAN 2004 NSU,17.4055876573247,0,1881,ESTATOR,NSU,VOL.,HONDA TITAN 2004,estator vol honda titan 2004 nsu,estator; estator vol honda titan 2004 nsu; vol; vol honda titan 2004,,Universal / Varios
1881/00002-022,ESTATOR VOL. HONDA TWISTER CBX 250 NSU,23.83730891502079,0,1881,ESTATOR,NSU,VOL.,HONDA TWISTER CBX 250,estator vol honda twister cbx 250 nsu,estator; estator vol honda twister cbx 250 nsu; vol; vol honda twister cbx 250,250.0,Universal / Varios
1881/00195-022,ESTATOR VOL. HONDA WAVE 110S 12 BOBINAS NSU,18.03406529917145,0,1881,ESTATOR,NSU,VOL.,HONDA WAVE 110S 12 BOBINAS,estator vol honda wave 110s 12 bobinas nsu,estator; estator vol honda wave 110s 12 bobinas nsu; vol; vol honda wave 110s 12 bobinas,110.0,Universal / Varios
1881/00019-038,ESTATOR VOL. HONDA WAVE NSU,11.76134693424225,0,1881,ESTATOR,NSU,VOL.,HONDA WAVE,estator vol honda wave nsu,estator; estator vol honda wave nsu; vol; vol honda wave,,Universal / Varios
1881/00140-022,ESTATOR VOL. HONDA XL125 NSU,20.0783557994607,0,1881,ESTATOR,NSU,VOL.,HONDA XL125,estator vol honda xl125 nsu,estator; estator vol honda xl125 nsu; vol; vol honda xl125,125.0,Universal / Varios
1881/02928-623,ESTATOR VOL. HONDA XR 250 TORNADO DZE,0,80135.66147400001,1881,ESTATOR,DZE,VOL.,HONDA XR 250 TORNADO,estator vol honda xr 250 tornado dze,estator; estator vol honda xr 250 tornado dze; vol; vol honda xr 250 tornado,250.0,Universal / Varios
1881/02928-038,ESTATOR VOL. HONDA XR 250 TORNADO NSU,17.72914148976517,0,1881,ESTATOR,NSU,VOL.,HONDA XR 250 TORNADO,estator vol honda xr 250 tornado nsu,estator; estator vol honda xr 250 tornado nsu; vol; vol honda xr 250 tornado,250.0,Universal / Varios
1881/02863-623,ESTATOR VOL. JAWA DZE,0,62288.755947,1881,ESTATOR,DZE,VOL.,JAWA,estator vol jawa dze,estator; estator vol jawa dze; vol; vol jawa,,Universal / Varios
1881/00021-022,ESTATOR VOL. KAYAK 150 NSU,12.52364309459335,0,1881,ESTATOR,NSU,VOL.,KAYAK 150,estator vol kayak 150 nsu,estator; estator vol kayak 150 nsu; vol; vol kayak 150,150.0,Universal / Varios
1881/00269-667,ESTATOR VOL. KYMCO 125 ACTIVE C/ENECENDIDO ELECTRO PIETCARD,0,57021.865164,1881,ESTATOR,PIETCARD,VOL.,KYMCO 125 ACTIVE C/ENECENDIDO ELECTRO,estator vol kymco 125 active c enecendido electro pietcard,estator; estator vol kymco 125 active c enecendido electro pietcard; vol; vol kymco 125 active c enecendido electro,125.0,Universal / Varios
1881/00221-667,ESTATOR VOL. MONDIAL 150 MONO 8P AISLADO A MASA PIETCARD,0,53982.27123300001,1881,ESTATOR,PIETCARD,VOL.,MONDIAL 150 MONO 8P AISLADO A MASA,estator vol mondial 150 mono 8p aislado a masa pietcard,estator; estator vol mondial 150 mono 8p aislado a masa pietcard; vol; vol mondial 150 mono 8p aislado a masa,150.0,Universal / Varios
1881/00190-022,ESTATOR VOL. MONDIAL HD 254 NSU,19.67425262511555,0,1881,ESTATOR,NSU,VOL.,MONDIAL HD 254,estator vol mondial hd 254 nsu,estator; estator vol mondial hd 254 nsu; vol; vol mondial hd 254,254.0,Universal / Varios
1881/10117-623,ESTATOR VOL. MOTOMEL C110/C100/CUSTOM100/GUERRERMB DZE,0,35078.896314,1881,ESTATOR,DZE,VOL.,MOTOMEL C110/C100/CUSTOM100/GUERRERMB,estator vol motomel c110 c100 custom100 guerrermb dze,estator; estator vol motomel c110 c100 custom100 guerrermb dze; vol; vol motomel c110 c100 custom100 guerrermb,110.0,Universal / Varios
1881/02859-623,ESTATOR VOL. MOTOMEL C110CC DZE,0,55926.426996,1881,ESTATOR,DZE,VOL.,MOTOMEL C110CC,estator vol motomel c110cc dze,estator; estator vol motomel c110cc dze; vol; vol motomel c110cc,110.0,Universal / Varios
1881/10116-623,ESTATOR VOL. MOTOMEL CUSTOM/DAKAR 200CC DZE,0,36801.18684,1881,ESTATOR,DZE,VOL.,MOTOMEL CUSTOM/DAKAR 200CC,estator vol motomel custom dakar 200cc dze,estator; estator vol motomel custom dakar 200cc dze; vol; vol motomel custom dakar 200cc,200.0,Universal / Varios
1881/00090-022,ESTATOR VOL. MOTOMEL CUSTOM/ZANELLA 150 2AGUJ NSU,12.37119455305481,0,1881,ESTATOR,NSU,VOL.,MOTOMEL CUSTOM/ZANELLA 150 2AGUJ,estator vol motomel custom zanella 150 2aguj nsu,estator; estator vol motomel custom zanella 150 2aguj nsu; vol; vol motomel custom zanella 150 2aguj,150.0,Universal / Varios
1881/00095-022,ESTATOR VOL. MOTOMEL DAKAR 200 NSU,12.78501972296333,0,1881,ESTATOR,NSU,VOL.,MOTOMEL DAKAR 200,estator vol motomel dakar 200 nsu,estator; estator vol motomel dakar 200 nsu; vol; vol motomel dakar 200,200.0,Universal / Varios
1881/00238-667,ESTATOR VOL. MOTOMEL DAKAR 200MONO 8P AISLADOAMASA PIETCARD,0,58759.57266300001,1881,ESTATOR,PIETCARD,VOL.,MOTOMEL DAKAR 200MONO 8P AISLADOAMASA,estator vol motomel dakar 200mono 8p aisladoamasa pietcard,estator; estator vol motomel dakar 200mono 8p aisladoamasa pietcard; vol; vol motomel dakar 200mono 8p aisladoamasa,200.0,Universal / Varios
1881/00030-591,ESTATOR VOL. MOTOPLAT 12V 5 CAB.JR T/ORIG.C/BAT. APOLO,0,158271.860142,1881,ESTATOR,APOLO,VOL.,MOTOPLAT 12V 5 CAB.JR T/ORIG.C/BAT.,estator vol motoplat 12v 5 cab jr t orig c bat apolo,estator; estator vol motoplat 12v 5 cab jr t orig c bat apolo; vol; vol motoplat 12v 5 cab jr t orig c bat,,Universal / Varios
1881/00040-591,ESTATOR VOL. MOTOPLAT 12V 6 CABLES APOLO,0,158271.860142,1881,ESTATOR,APOLO,VOL.,MOTOPLAT 12V 6 CABLES,estator vol motoplat 12v 6 cables apolo,estator; estator vol motoplat 12v 6 cables apolo; vol; vol motoplat 12v 6 cables,,Universal / Varios
1881/02867-022,ESTATOR VOL. SUZUKI GN125/GN150/RX200 NSU,17.47230422777925,0,1881,ESTATOR,NSU,VOL.,SUZUKI GN125/GN150/RX200,estator vol suzuki gn125 gn150 rx200 nsu,estator; estator vol suzuki gn125 gn150 rx200 nsu; vol; vol suzuki gn125 gn150 rx200,125.0,Universal / Varios
1881/02916-623,ESTATOR VOL. YAMAHA BANSHE DZE,0,115449.301539,1881,ESTATOR,DZE,VOL.,YAMAHA BANSHE,estator vol yamaha banshe dze,estator; estator vol yamaha banshe dze; vol; vol yamaha banshe,,Universal / Varios
1881/00100-038,ESTATOR VOL. YAMAHA CRYPTON NSU,15.12514950553379,0,1881,ESTATOR,NSU,VOL.,YAMAHA CRYPTON,estator vol yamaha crypton nsu,estator; estator vol yamaha crypton nsu; vol; vol yamaha crypton,,Universal / Varios
1881/00100-022,ESTATOR VOL. YAMAHA CRYPTON NSU,15.1249260746331,0,1881,ESTATOR,NSU,VOL.,YAMAHA CRYPTON,estator vol yamaha crypton nsu,estator; estator vol yamaha crypton nsu; vol; vol yamaha crypton,,Universal / Varios
1881/05060-022,ESTATOR VOL. YAMAHA FZ 16 NSU,18.8617156389885,0,1881,ESTATOR,NSU,VOL.,YAMAHA FZ 16,estator vol yamaha fz 16 nsu,estator; estator vol yamaha fz 16 nsu; vol; vol yamaha fz 16,,Universal / Varios
1881/02939-623,ESTATOR VOL. YAMAHA NEW CRYPTON DZE,0,52803.318744,1881,ESTATOR,DZE,VOL.,YAMAHA NEW CRYPTON,estator vol yamaha new crypton dze,estator; estator vol yamaha new crypton dze; vol; vol yamaha new crypton,,Universal / Varios
1881/00105-022,ESTATOR VOL. YAMAHA NEW CRYPTON NSU,16.14160533330368,0,1881,ESTATOR,NSU,VOL.,YAMAHA NEW CRYPTON,estator vol yamaha new crypton nsu,estator; estator vol yamaha new crypton nsu; vol; vol yamaha new crypton,,Universal / Varios
1881/02868-623,ESTATOR VOL. YAMAHA YBR 125 (2002/2005) DZE,0,71441.213976,1881,ESTATOR,DZE,VOL.,YAMAHA YBR 125 (2002/2005),estator vol yamaha ybr 125 2002 2005 dze,estator; estator vol yamaha ybr 125 2002 2005 dze; vol; vol yamaha ybr 125 2002 2005,125.0,Universal / Varios
1881/02883-623,ESTATOR VOL. YAMAHA YBR 125 AÑO 2006/XTZ DZE,0,48085.479981,1881,ESTATOR,DZE,VOL.,YAMAHA YBR 125 AÑO 2006/XTZ,estator vol yamaha ybr 125 ano 2006 xtz dze,estator; estator vol yamaha ybr 125 ano 2006 xtz dze; vol; vol yamaha ybr 125 ano 2006 xtz,125.0,Universal / Varios
1881/02883-022,ESTATOR VOL. YAMAHA YBR 125 AÑO 2006/XTZ NSU,15.77833773041931,0,1881,ESTATOR,NSU,VOL.,YAMAHA YBR 125 AÑO 2006/XTZ,estator vol yamaha ybr 125 ano 2006 xtz nsu,estator; estator vol yamaha ybr 125 ano 2006 xtz nsu; vol; vol yamaha ybr 125 ano 2006 xtz,125.0,Universal / Varios
1881/00130-022,ESTATOR VOL. YAMAHA YBR 125 BRASIL NSU,14.69486974299156,0,1881,ESTATOR,NSU,VOL.,YAMAHA YBR 125 BRASIL,estator vol yamaha ybr 125 brasil nsu,estator; estator vol yamaha ybr 125 brasil nsu; vol; vol yamaha ybr 125 brasil,125.0,Universal / Varios
1881/02894-623,ESTATOR VOL. ZANELLA CUSTOM 200 DZE,0,69481.62163800001,1881,ESTATOR,DZE,VOL.,ZANELLA CUSTOM 200,estator vol zanella custom 200 dze,estator; estator vol zanella custom 200 dze; vol; vol zanella custom 200,200.0,Universal / Varios
1881/00120-022,ESTATOR VOL. ZANELLA RX 150 8 BOBINAS 3 AGUJEROS NSU,12.52364309459335,0,1881,ESTATOR,NSU,VOL.,ZANELLA RX 150 8 BOBINAS 3 AGUJEROS,estator vol zanella rx 150 8 bobinas 3 agujeros nsu,estator; estator vol zanella rx 150 8 bobinas 3 agujeros nsu; vol; vol zanella rx 150 8 bobinas 3 agujeros,150.0,Universal / Varios
1881/10238-623,ESTATOR VOL. ZANELLA RX 150 DZE,0,33623.222391,1881,ESTATOR,DZE,VOL.,ZANELLA RX 150,estator vol zanella rx 150 dze,estator; estator vol zanella rx 150 dze; vol; vol zanella rx 150,150.0,Universal / Varios
1881/10238-667,ESTATOR VOL. ZANELLA RX 150 PIETCARD,0,54132.65777699999,1881,ESTATOR,PIETCARD,VOL.,ZANELLA RX 150,estator vol zanella rx 150 pietcard,estator; estator vol zanella rx 150 pietcard; vol; vol zanella rx 150,150.0,Universal / Varios
