Código,Producto,Precio en Dólares,Precio en Pesos
1537/00320-566,"CAJA HERRAMIENTAS NEGRA 19""C/BANDEJA Y TAPA ORG. VC",0.0,15759.02
1305/02329-667,CAJA NEGRA TCI HONDA CBR 400/600 PIETCARD,0.0,218643.41
1001/00043-566,CAJON ESTANTERIA 250 X 145 X 120 VC,0.0,3566.09
1001/00035-566,CAJON ESTANTERIA 340 X 200 X 155 VC,0.0,5731.31
1001/00036-566,CAJON ESTANTERIA 520 X 335 X 190 VC,0.0,11044.43
1537/00335-566,CAJON MULTIUSO 80x45x35 125LITROS C/TAPA/MANIJA/RU VC,0.0,49356.36
1537/00005-038,CALIBRE DIGITAL NSU,21.71,0.0
1500/00030-022,CALIPER DE FRENO DELANTERO BAJAJ ROUSER NS200 NSU,25.71,0.0
1500/00047-022,CALIPER DE FRENO DELANTERO HONDA WAVE 110 NSU,18.37,0.0
1500/00070-038,CALIPER DE FRENO DELANTERO M.SKUA 150/DAKAR/XPLORA NSU,19.7,0.0
1500/00073-077,CALIPER DE FRENO DELANTERO MOTOMEL XMM 250 cc. NSU,28.22,0.0
1500/00041-038,CALIPER DE FRENO GILERA FUTURA/GUERRERO FLASH NSU,19.94,0.0
1500/00043-022,CALIPER DE FRENO HONDA TWISTER 250 NSU,17.81,0.0
1500/00020-022,CALIPER DE FRENO TRAS. BAJAJ ROUSER NS200 NSU,15.8,0.0
1500/00076-077,CALIPER DE FRENO TRAS. MOTOMEL XMM 250cc. NSU,32.99,0.0
1500/00108-022,CALIPER DE FRENO YAMAHA FZ16 NSU,23.16,0.0
1500/00109-022,CALIPER DE FRENO YAMAHA NEW CRYPTON NSU,15.43,0.0
1500/00105-022,CALIPER DE FRENO YAMAHA YBR125 ED NSU,17.37,0.0
1205/08015-131,CAMARA 08 X 350 YAMASIDA/FITSRU,2.41,0.0
1205/10035-138,CAMARA 10 X 300/325 TR87 .,2.22,0.0
1205/10035-131,CAMARA 10 X 300/325 TR87 YAMASIDA/FITSRU,2.45,0.0
1205/10040-131,CAMARA 10 X 350/400 YAMASIDA/FITSRU,2.8,0.0
1205/13010-138,CAMARA 13 X 110/90 .,2.76,0.0
1205/13010-131,CAMARA 13 X 110/90 YAMASIDA/FITSRU,3.43,0.0
1205/13050-138,CAMARA 13 X 130/60 .,2.69,0.0
1205/13050-131,CAMARA 13 X 130/60 YAMASIDA/FITSRU,2.91,0.0
1205/14018-131,CAMARA 14 X 100/80 YAMASIDA/FITSRU,2.45,0.0
1205/14060-131,CAMARA 14 X 225/250 YAMASIDA/FITSRU,2.69,0.0
1205/14070-128,CAMARA 14 X 275/300 .,2.44,0.0
1205/14070-131,CAMARA 14 X 275/300 YAMASIDA/FITSRU,2.42,0.0
1205/14080-131,CAMARA 14 X 300/325 YAMASIDA/FITSRU,2.42,0.0
1205/15020-138,CAMARA 15 X 130/90 TR4 .,3.38,0.0
1205/15020-131,CAMARA 15 X 130/90 TR4 YAMASIDA/FITSRU,4.1,0.0
1205/16085-131,CAMARA 16 X 225/250 YAMASIDA/FITSRU,2.24,0.0
1205/16090-131,CAMARA 16 X 250/275 YAMASIDA/FITSRU,2.36,0.0
1205/16120-138,CAMARA 16 X 325 .,2.61,0.0
1205/16120-131,CAMARA 16 X 325 YAMASIDA/FITSRU,3.03,0.0
1205/16125-131,CAMARA 16 X 350 YAMASIDA/FITSRU,3.12,0.0
1205/17128-138,CAMARA 17 X 130/80 .,2.95,0.0
1205/17128-131,CAMARA 17 X 130/80 YAMASIDA/FITSRU,3.46,0.0
1205/17130-131,CAMARA 17 X 225/250 YAMASIDA/FITSRU,2.3,0.0
1205/17135-128,CAMARA 17 X 250/275 .,2.44,0.0
1205/17135-138,CAMARA 17 X 250/275 .,2.24,0.0
1205/17135-131,CAMARA 17 X 250/275 YAMASIDA/FITSRU,2.36,0.0
1205/17140-138,CAMARA 17 X 275/300 .,2.29,0.0
1205/17140-131,CAMARA 17 X 275/300 YAMASIDA/FITSRU,2.48,0.0
1205/17145-131,CAMARA 17 X 350/400 YAMASIDA/FITSRU,3.13,0.0
1205/17150-131,CAMARA 17 X 450 YAMASIDA/FITSRU,3.56,0.0
1205/18160-128,CAMARA 18 X 275/300 .,2.8,0.0
1205/18160-138,CAMARA 18 X 275/300 .,2.37,0.0
1205/18160-131,CAMARA 18 X 275/300 YAMASIDA/FITSRU,2.54,0.0
1205/18165-138,CAMARA 18 X 300/325 .,2.88,0.0
1205/18165-131,CAMARA 18 X 300/325 YAMASIDA/FITSRU,2.76,0.0
1205/18175-131,CAMARA 18 X 350/400 YAMASIDA/FITSRU,3.24,0.0
1205/18180-131,CAMARA 18 X 400/450 YAMASIDA/FITSRU,3.68,0.0
1205/19190-131,CAMARA 19 X 225/250 YAMASIDA/FITSRU,2.67,0.0
1205/19195-131,CAMARA 19 X 275/300 YAMASIDA/FITSRU,2.66,0.0
1205/21200-131,CAMARA 21 X 275/300 YAMASIDA/FITSRU,2.76,0.0
1203/00430-014,CAMARA BUTILICA 09 - 22 X 11 CUATRI GOODTIRE,21.78,0.0
1203/00450-014,CAMARA BUTILICA 10 - 22 X 11 CUATRI GOODTIRE,53.75,0.0
1203/00025-014,CAMARA BUTILICA 14 X 350/400 GOODTIRE,8.65,0.0
1203/00250-014,CAMARA BUTILICA 19 X 375/450 GOODTIRE,11.88,0.0
1537/00780-138,CAMBIO DE NEUMATICO PORTATIL .,132.53,0.0
1537/00740-156,CAMBIO DE NEUMATICOS PORTATIL NSU,206.99,0.0
1401/00043-022,CAMPANA EMBRAGUE CENTRIFUGO COMPLETA C100 NSU,28.55,0.0
1401/00029-022,CAMPANA EMBRAGUE HONDA BIZ 125 FINA NSU,22.77,0.0
1401/00028-022,CAMPANA EMBRAGUE HONDA BIZ NSU,17.59,0.0
1401/00030-038,CAMPANA EMBRAGUE HONDA C90 (CANASTA) NSU,6.65,0.0
1401/00040-020,CAMPANA EMBRAGUE HONDA ELITE 50 TW.,10.97,0.0
1401/00095-022,CAMPANA EMBRAGUE YAMAHA CRYPTON (CANASTA) NSU,12.56,0.0
1401/00100-020,CAMPANA EMBRAGUE YAMAHA JOG  TW.,10.24,0.0
1401/00096-022,CAMPANA EMBRAGUE YAMAHA NEW CRYPTON NSU,15.68,0.0
1401/00120-514,CAMPANA EMBRAGUE ZANELLA DIENTES RECTOS  BRN,0.0,15912.43
1401/00110-514,CAMPANA EMBRAGUE ZANELLA HELICOIDAL BRN,0.0,15912.43
1209/00040-038,CANDADO DISCO DE FRENO (83201) NSU,6.29,0.0
1209/00240-038,CANDADO DISCO DE FRENO C/ALARMA PERNO 6MM CROMADO NSU,16.76,0.0
1209/00195-022,CANDADO DISCO DE FRENO C/ALARMA PERNO 6MM GRIS NSU,16.95,0.0
1209/00244-038,CANDADO DISCO DE FRENO C/ALARMA PERNO 6MM ROJO NSU,16.03,0.0
1209/00205-038,CANDADO DISCO DE FRENO JQ8702 AMARILLO CHICO NSU,3.78,0.0
1209/00210-038,CANDADO DISCO DE FRENO JQ8702 NEGRO CHICO NSU,3.67,0.0
1209/00200-038,CANDADO DISCO DE FRENO JQ8702 ROJO CHICO NSU,3.67,0.0
1209/00225-038,CANDADO DISCO DE FRENO JQ8707 AMARILLO GRANDE NSU,8.93,0.0
1209/00230-038,CANDADO DISCO DE FRENO JQ8707 NEGRO GRANDE NSU,9.31,0.0
1209/00220-038,CANDADO DISCO DE FRENO JQ8707 ROJO GRANDE NSU,8.69,0.0
1209/00234-038,CANDADO DISCO DE FRENO JQ8717 AMARILLO CHICO NSU,3.67,0.0
1209/00232-038,CANDADO DISCO DE FRENO JQ8717 NEGRO CHICO NSU,3.78,0.0
1209/00110-038,CANDADO JQ 8219 22x120 HUMO NSU,11.49,0.0
1209/00120-038,CANDADO JQ 8219 22x150 HUMO NSU,12.87,0.0
1209/00102-038,CANDADO JQ 8508 22x120 ARTICULADO HUMO NSU,8.95,0.0
1209/00100-038,CANDADO JQ 8508 22x120 ARTICULADO ROJO NSU,8.95,0.0
1209/00500-156,CANDADO PARA MOTO/SCOOTER LOCK CERRADURA SEG. NSU,10.16,0.0
1209/00010-038,CANDADO U 320 X 195  NEGRO NSU,8.93,0.0
1211/00002-038,CANILLA DE NAFTA BAJAJ ROUSER 135 NSU,2.76,0.0
1211/00004-038,CANILLA DE NAFTA BAJAJ ROUSER NS 200 NSU,3.97,0.0
1211/00210-038,CANILLA DE NAFTA GILERA SEMPRE 50 NSU,2.66,0.0
1211/00046-038,CANILLA DE NAFTA HONDA C100 /BIZ/SMASH 1 SALIDA NSU,1.19,0.0
1211/00045-038,CANILLA DE NAFTA HONDA C90 M/V/SMASH/BIZ 2 SALIDAS NSU,0.93,0.0
1211/00050-038,CANILLA DE NAFTA HONDA CB250/400 ROSCA 15MM NSU,2.87,0.0
1211/00052-038,CANILLA DE NAFTA HONDA CBX 250 TWISTER NSU,2.19,0.0
1211/00055-038,CANILLA DE NAFTA HONDA CD 100/CG 125 TODAY NSU,2.09,0.0
1211/00067-038,CANILLA DE NAFTA HONDA CG 150 MODELO NUEVO NSU,3.14,0.0
1211/00065-038,CANILLA DE NAFTA HONDA CG 150 NSU,3.51,0.0
1211/00070-038,CANILLA DE NAFTA HONDA CG TITAN NSU,1.97,0.0
1211/00090-038,CANILLA DE NAFTA HONDA ELITE/GIL.SUPER/MOTOM.VX150 NSU,2.46,0.0
1211/00100-038,CANILLA DE NAFTA HONDA MB100/CD-100/TODAY NSU,1.73,0.0
1211/00107-038,CANILLA DE NAFTA HONDA WAVE 110S NSU,1.28,0.0
1211/00155-038,CANILLA DE NAFTA MOTOMEL DAKAR 200 NSU,2.61,0.0
1211/20101-038,CANILLA DE NAFTA ROSCA FINA CICLOMOTOR NSU,2.37,0.0
1211/20102-038,CANILLA DE NAFTA ROSCA GRUESA CICLOMOTOR NSU,2.37,0.0
1211/00165-038,CANILLA DE NAFTA SUZUKI ADRESS 50 NSU,3.17,0.0
1211/00170-038,CANILLA DE NAFTA SUZUKI AX100 NSU,2.31,0.0
1211/00252-038,CANILLA DE NAFTA UNIVERSAL 2 BOCAS NSU,1.32,0.0
1211/00173-038,CANILLA DE NAFTA YAMAHA AXIS 90 NSU,4.24,0.0
1211/00175-038,CANILLA DE NAFTA YAMAHA CRYPTON / JOG 50 NSU,3.12,0.0
1211/00174-038,CANILLA DE NAFTA YAMAHA CRYPTON NSU,5.31,0.0
1211/00176-038,CANILLA DE NAFTA YAMAHA FZ16 NSU,4.22,0.0
1211/00177-038,CANILLA DE NAFTA YAMAHA NEW CRYPTON NSU,3.27,0.0
1211/00192-038,CANILLA DE NAFTA YAMAHA XTZ125 NSU,4.58,0.0
1211/00195-038,CANILLA DE NAFTA YAMAHA YBR 125 CHINO NSU,4.37,0.0
1211/00220-038,CANILLA DE NAFTA ZANELLA SOL NSU,2.37,0.0
1211/00132-038,CANILLA NAFTA HONDA NAVI NSU,2.83,0.0
1442/00010-555,CAÑO COLECTOR HONDA XR 250 TORNADO-BRASIL EVO5 SPR,0.0,107783.85
1545/00010-566,CAÑO DISTANCIAL SOL C/BUJE VC,0.0,8560.15
1747/00026-150,CAÑO POSA PIE GILERA SMASH C/MULETA Y PEDALIN CROMOFORTE,28.95,0.0
1747/00024-566,CAÑO POSA PIE GILERA SMASH C/PEDALIN VC,0.0,22487.87
1747/00025-548,"CAÑO POSA PIE GILERA SMASH,HONDA BIZ,GUERRERO TRIP HP",0.0,19472.86
1747/00022-548,CAÑO POSA PIE HONDA CG TODAY/TITAN 99 HP,0.0,24786.61
1747/00034-548,CAÑO POSA PIE HONDA STORM 125 HP,0.0,22891.17
1747/00037-150,CAÑO POSA PIE HONDA TITAN 150 2004/08 CROMOFORTE,12.48,0.0
1747/00036-548,CAÑO POSA PIE HONDA TITAN 150 HP,0.0,24786.61
1747/00027-548,CAÑO POSA PIE HONDA WAVE HP,0.0,29889.75
1747/00027-647,CAÑO POSA PIE HONDA WAVE JN,0.0,9245.51
1747/00027-077,CAÑO POSA PIE HONDA WAVE NSU,12.09,0.0
1747/00056-022,CAÑO POSA PIE YAMAHA YBR 125 C/PEDALIN Y MULETA NSU,13.69,0.0
1747/00055-548,CAÑO POSA PIE YAMAHA YBR 125 CHINA HP,0.0,37840.39
1747/00126-548,CAÑO POSA PIE ZANELLA RX 150 HP,0.0,21595.67
1747/00300-647,CAÑO POSA PIE ZANELLA RX150 JN,0.0,9245.51
1213/00030-038,CAPTOR GUERRERO 70 NSU,1.5,0.0
1127/00040-038,CAPUCHON BUJIA C/RESISTOR XD05F x10 UNID. NSU,6.46,0.0
1127/00080-038,CAPUCHON BUJIA RECTO BAKELITA x 10 UNID. NSU,6.06,0.0
1127/00050-038,CAPUCHON BUJIA S/RESISTOR UNIVERSAL NSU,0.33,0.0
1127/00350-038,CAPUCHON BUJIA YAMAHA YBR / XTZ  BLACK X 10 UNID. NSU,7.6,0.0
1127/00070-566,CAPUCHON TIPO NAUTICO VC,0.0,1376.4
1217/00072-038,CARBURADOR 250CC. BICILINDRICO NSU,88.16,0.0
1217/00009-038,CARBURADOR BAJAJ ROUSER 135 NSU,43.58,0.0
1217/00008-038,CARBURADOR BAJAJ ROUSER NS 200 NSU,56.7,0.0
1217/00030-038,CARBURADOR CHAPA LARGA CAÑO CURVO CICLOMOTOR NSU,18.74,0.0
1217/00104-038,CARBURADOR CORTINA PLANA 28 NSU,44.21,0.0
1217/00106-038,CARBURADOR CORTINA PLANA 30 NSU,39.13,0.0
1217/00108-038,CARBURADOR CORTINA PLANA 32 NSU,39.13,0.0
1217/00109-038,CARBURADOR CORTINA PLANA 34 NSU,32.73,0.0
1217/00035-138,CARBURADOR GILERA SMASH .,15.92,0.0
1217/00040-138,CARBURADOR HONDA BIZ .,14.33,0.0
1217/00040-038,CARBURADOR HONDA BIZ NSU,14.83,0.0
1217/00050-038,CARBURADOR HONDA C90 LUXE-GILERA SMASH NSU,16.15,0.0
1217/00077-128,CARBURADOR HONDA CBX TWISTER 250/TORNADO .,51.53,0.0
1217/00077-038,CARBURADOR HONDA CBX TWISTER 250/TORNADO NSU,69.17,0.0
1217/00060-038,CARBURADOR HONDA CG125 C/BOMBA PIQUE NSU,19.24,0.0
1217/00075-038,CARBURADOR HONDA TITAN 150 NSU,20.87,0.0
1217/00160-038,CARBURADOR HONDA WAVE 110S NSU,27.9,0.0
1217/00080-038,CARBURADOR HONDA XL 125/CG-125 SIN B/PIQUE NSU,15.2,0.0
1217/00096-038,CARBURADOR MOTOMEL DAKAR 200 C/BOMBA NSU,20.21,0.0
1217/00095-038,CARBURADOR MOTOMEL DAKAR 200 NSU,12.87,0.0
1217/00037-038,CARBURADOR MOTOMEL VX150/GILERA SUPER NSU,28.65,0.0
1217/00099-038,CARBURADOR MOTOMEL X3M125cc/SKUA CON BOMBA NSU,30.5,0.0
1217/00155-038,CARBURADOR SUZUKI EN 125 2014/18 NSU,45.74,0.0
1217/00115-038,CARBURADOR SUZUKI GN125/EN125 NSU,33.4,0.0
1217/00130-038,CARBURADOR YAMAHA AXIS 90 NSU,19.03,0.0
1217/00135-038,CARBURADOR YAMAHA CRYPTON NSU,23.44,0.0
1217/00137-038,CARBURADOR YAMAHA NEW CRYPTON NSU,24.57,0.0
1217/00141-038,CARBURADOR YAMAHA XTZ 125 NSU,21.65,0.0
1217/00139-128,CARBURADOR YAMAHA YBR125 CHINA .,35.73,0.0
1217/00139-022,CARBURADOR YAMAHA YBR125 CHINA NSU,39.2,0.0
1217/00150-128,CARBURADOR ZANELLA RX 150 CON BOMBA .,17.33,0.0
1217/00150-038,CARBURADOR ZANELLA RX 150 CON BOMBA NSU,20.33,0.0
1217/00145-038,CARBURADOR ZANELLA RX 150/MOTOMEL/CERRO NSU,22.41,0.0
1217/00142-038,CARBURADOR ZANELLA RXZ 135 C/BRIDA NSU,21.49,0.0
1463/00010-566,CARCAZA FAROL DEL. CICLON CUAD. VC,0.0,7890.8
1463/00030-566,CARCAZA FAROL DEL. GARELLI SOLA VC,0.0,2848.81
1463/00060-022,CARCAZA FAROL DEL. GILERA REVOLUTION AZUL NSU,37.96,0.0
1463/00036-566,CARCAZA FAROL DEL. GILERA SMASH NEGRO VC,0.0,9041.24
1463/00388-022,CARCAZA FAROL DEL. HONDA GLH 150 NEGRO NSU,15.36,0.0
1463/00389-022,CARCAZA FAROL DEL. HONDA GLH150 LATERAL NEGROXJGO. NSU,13.0,0.0
1463/00602-022,CARCAZA FAROL DEL. HONDA WAVE 110S NEGRO A DISCO NSU,11.13,0.0
1463/00603-022,CARCAZA FAROL DEL. HONDA WAVE 110S NEGRO A ZAPATA NSU,10.5,0.0
1463/00600-566,CARCAZA FAROL DEL. HONDA WAVE M/N NEGRA VC,0.0,9041.24
1463/00040-529,CARCAZA FAROL DEL. ZANELLA 50 GRIS SIN TAPITA EP,0.0,179.9
1463/00050-529,CARCAZA FAROL DEL. ZANELLA 50 NEGRO SIN TAPITA EP,0.0,179.9
1493/00105-022,"CARCAZA FILTRO AIRE H.C-100 BIZ,TRIP,SMASHC/FILTRO NSU",4.92,0.0
1493/00105-566,"CARCAZA FILTRO AIRE H.C-100 BIZ,TRIP,SMASHC/FILTRO VC",0.0,11238.48
1493/00106-022,CARCAZA FILTRO AIRE HONDA WAVE NSU,5.14,0.0
1493/00135-022,CARCAZA FILTRO AIRE ZANELLA RX 150 C/FILTRO NSU,7.1,0.0
1274/00004-022,CARENADO BAJO ASIENTO BAJAJ NS200 NSU,33.15,0.0
1274/00197-566,CARENADO DER./IZQ. HONDA WAVE/NEW WAVE NEGROx2JGO. VC,0.0,48451.03
1274/00206-022,CARENADO DER/IZQ C/COLIN HONDA STORM 125 NEG. MATE NSU,22.68,0.0
1274/00403-566,CARENADO DER/IZQ INTERIOR HONDA NEW WAVE xJGO. VC,0.0,32058.38
1274/00600-566,CARENADO DER/IZQ ZANELLA RX150 NEGRO VC,0.0,13369.78
1274/00025-022,CARENADO GILERA SMASH UNION B/ASIENTO AZUL NSU,5.7,0.0
1274/00025-056,CARENADO GILERA SMASH UNION B/ASIENTO AZUL NSU,5.7,0.0
1274/00023-566,CARENADO GILERA SMASH UNION B/ASIENTO NEGRO VC,0.0,3467.95
1274/00026-022,CARENADO GILERA SMASH UNION B/ASIENTO ROJO NSU,5.7,0.0
1274/00250-566,CARENADO UNION LATERAL HONDA NEW WAVE NEGRO VC,0.0,2938.94
1537/00007-038,CARGADOR BATERIA 220V.12V.2AMP. NSU,21.43,0.0
1537/00009-038,CARGADOR BATERIA 220V.12V.5AMP. NSU,27.78,0.0
1537/00008-016,CARGADOR BATERIA INTELIGENTE BATERIA LITIO HBC0201 NSU,54.01,0.0
1303/32021-072,CASCO AB. C/VISOR E1 FASH. LISO BRILL. BLANCO T/S BEON,40.07,0.0
1303/32069-072,CASCO AB. C/VISOR E1 FASH. LISO BRILL. NEGRO T/S BEON,40.07,0.0
1303/41212-072,CASCO FLIP UP B700 BLANCO BRILLANTE T/L BEON,61.45,0.0
1303/41211-072,CASCO FLIP UP B700 BLANCO BRILLANTE T/M BEON,64.28,0.0
1305/01401-623,CDI ADDLY-GARELLI DZE,0.0,16627.26
1305/01605-623,CDI BRAVA ALTINO 150 DZE,0.0,21743.14
1305/01603-623,CDI CORVEN ENERGY 110-GUERRERO TRIP/G110 DZE,0.0,21905.18
1305/02117-667,CDI CORVEN GILERA SMASH/ENERGY110/GUERRERO TRIP 4T PIETCARD,0.0,20387.02
1305/03202-667,CDI DUCATTI CON BOBINA ALTA PIETCARD,0.0,33633.75
1305/10109-623,CDI GILERA SMASH 110-GUERRERO TRIP-BETA-BUSSINES4T DZE,0.0,20241.55
1305/00107-138,CDI GILERA SMASH/ESTILO 110 5 TERMINALES .,4.11,0.0
1305/01460-623,CDI GILERA SMASH/FUTURA-GUERRERO MAGIC GM70 DZE,0.0,14809.27
1305/02072-667,CDI GUERRERO GILERA SMASH/HONDABIZ/GUERREROTRIP/5T PIETCARD,0.0,12017.39
1305/02097-667,CDI GUERRERO TRIP 110 CON AVANCE BATERIA PIETCARD,0.0,20387.02
1305/02324-667,CDI HONDA BIZ 125 PIETCARD,0.0,28680.31
1305/01301-623,CDI HONDA BIZ/DAX/ECONO POWER/MB100/TACT DZE,0.0,11636.4
1305/10153-623,CDI HONDA BIZ/ZANELLA50 5T/MOTOMEL BIT/C110 DZE,0.0,12154.37
1305/01306-623,CDI HONDA CB250 NIGHTHAWK DZE,0.0,25146.93
1305/02318-667,CDI HONDA CBX 250 TWISTER PIETCARD,0.0,49482.55
1305/01562-623,CDI HONDA CG 125 FAN/CG TITAN ES/KS 125 DZE,0.0,40420.59
1305/01302-623,CDI HONDA CG 125CC TITAN/TODAY DZE,0.0,16758.67
1305/01567-623,CDI HONDA CG 150 ES/KS NXR BROS 150 DZE,0.0,40632.36
1305/02268-667,CDI HONDA CG TITAN 125 KS/ES/FAN PIETCARD,0.0,34032.15
1305/02010-667,CDI HONDA CG125/NIGHTHAWK CB250/XL/NX PIETCARD,0.0,14305.25
1305/00196-138,CDI HONDA CG125/NX FICHA REDONDA 4T + 2T .,5.95,0.0
1305/01402-623,CDI HONDA DIO 50CC/JATSU 70CC DZE,0.0,19222.2
1305/02355-667,CDI HONDA ELITE 125/ZANELLA STYLER PIETCARD,0.0,35266.62
1305/01400-623,CDI HONDA LEAD 50CC-SIAMBRETTA-ADDLY DZE,0.0,19222.2
1305/00135-612,CDI HONDA LEADER 50 RALUX,0.0,38.57
1305/01314-623,CDI HONDA LEADER 50CC DZE,0.0,19222.2
1305/02280-667,CDI HONDA NXR 125 KS BROS PIETCARD,0.0,37807.9
1305/02300-667,CDI HONDA STORM 125 SIN CORTE PIETCARD,0.0,18517.85
1305/01553-623,CDI HONDA TRANSALP 600/650 DZE,0.0,62453.33
1305/02101-667,CDI HONDA TRANSALP XLV600/650/AFRICA TWIN PIETCARD,0.0,60468.39
1305/02063-667,CDI HONDA WAVE/CBX 150/STORM 4+2T PIETCARD,0.0,14326.02
1305/02328-667,CDI HONDA XR 250 TORNADO PIETCARD,0.0,43824.85
1305/01523-623,CDI HONDA XR200/R DZE,0.0,16572.4
1305/01502-623,CDI JUKI DRIBBLING/PIAGGIO DZE,0.0,7768.23
1305/01380-623,CDI JUKI PISTA 50 DZE,0.0,13328.09
1305/01558-623,CDI KAWASAKI KLX 110 DZE,0.0,60946.64
1305/01403-623,CDI LIMING 50CC DZE,0.0,6111.0
1305/01446-623,CDI MAGISTER JC70 DZE,0.0,5151.6
1305/02114-667,CDI MONDIAL LD 110/ZANELLA STYLER/BRAVA ALTINO PIETCARD,0.0,21775.42
1305/02109-667,CDI MOTOMEL 125 CG/S2/SKUA/GUERRERO TRIP 110 4+2T PIETCARD,0.0,12122.8
1305/01529-623,CDI MOTOMEL CG S2/ZANELLA STREET ZS100CC DZE,0.0,13496.49
1305/02302-667,CDI MOTOMEL CG150 S2/BRAVA ALTINO/TEXANA/GILERA VC PIETCARD,0.0,20459.03
1305/00195-138,CDI MOTOMEL CG150/VX150/DAKAR200 .,3.29,0.0
1305/00195-038,CDI MOTOMEL CG150/VX150/DAKAR200 NSU,3.61,0.0
1305/01580-623,CDI MOTOMEL DAKAR 200 6 TERMINALES POTENCIADOS DZE,0.0,13153.31
1305/02107-667,CDI MOTOMEL DAKAR 200/MOTARD/ZANELLA SCOOTER/TRIAX PIETCARD,0.0,11926.04
1305/02432-667,CDI MOTOMEL SIRIUS 200/SKUA 250 PIETCARD,0.0,30431.95
1305/03461-591,CDI POTENCIADO YAMAHA YBR 125cc CHINA A MAGNETO APOLO,0.0,55512.15
1305/02378-667,CDI RACING 110 UNIVERSAL ALIM A MASA PIETCARD,0.0,13529.57
1305/02380-667,CDI RACING UNIVERSAL 110 ALIM. A MAG. PIETCARD,0.0,11548.62
1305/02379-667,CDI RACING UNIVERSAL 150 HASTA 250CC 4+2T PIETCARD,0.0,13211.74
1305/01405-623,CDI SCOOTER UNIVERSAL 5T C/SENSOR DZE,0.0,5803.52
1305/01406-623,CDI SCOOTER UNIVERSAL DZE,0.0,5230.71
1305/02245-667,CDI SUZUKI GSX 400 F BANDIT PIETCARD,0.0,157701.01
1305/01408-623,CDI SUZUKI TVS 60CC DZE,0.0,6526.91
1305/01407-623,CDI SUZUKI TVS 60CC DZE,0.0,6932.6
1305/12379-667,CDI UNIVERSAL 150 HASTA 250CC 4+2T CORTE SELEC PIETCARD,0.0,42728.79
1305/01508-623,CDI UNIVERSAL 5 CONTACTOS CON CABLE DZE,0.0,6251.33
1305/02382-667,CDI UNIVERSAL 8 CORTES Y 2 CURVAS SELECCIONABLES PIETCARD,0.0,45825.86
1305/02381-667,CDI UNIVERSAL 8 CORTES Y 2 CURVAS SELECCIONABLES PIETCARD,0.0,46700.53
1305/02420-667,CDI UNIVERSAL CHINA RACING PIETCARD,0.0,28192.81
1305/22380-667,CDI UNIVERSAL CON CORTE PROGRAMABLE 16 CORTES PIETCARD,0.0,40099.96
1305/32380-667,CDI UNIVERSAL DIGITAL CON CORTE PROGRAMABLE PIETCARD,0.0,41851.84
1305/01396-623,CDI YAMAHA CHAMP 50CC DZE,0.0,27425.48
1305/02057-667,CDI YAMAHA CRYPTON 105 4T PIETCARD,0.0,16338.0
1305/10052-623,CDI YAMAHA CRYPTON DZE,0.0,24368.71
1305/01379-623,CDI YAMAHA DT180CC(4 CONTACTOS) DZE,0.0,15068.25
1305/02434-667,CDI YAMAHA FZ 16 PIETCARD,0.0,77469.86
1305/02005-667,CDI YAMAHA JOG-HONDA C90 PIETCARD,0.0,11236.06
1305/01371-623,CDI YAMAHA LANYINGLY 80/NANFANG 125CC DZE,0.0,12659.59
1305/01376-623,CDI YAMAHA MINXING 50 DZE,0.0,11721.89
1305/02413-667,CDI YAMAHA NEW CRYPTON 110 PIETCARD,0.0,38628.28
1305/01395-623,CDI YAMAHA V80 DZE,0.0,13241.34
1305/00280-038,CDI YAMAHA V80 UNIT NSU,3.52,0.0
1305/02350-667,CDI YAMAHA YBR 125 CHINA PIETCARD,0.0,22010.61
1305/01594-623,CDI YAMAHA YBR 125 CHINO DZE,0.0,19759.31
1305/02398-667,CDI YAMAHA YBR 125 DIGITAL BATERIA 6T PIETCARD,0.0,32332.49
1305/01705-022,CDI YAMAHA YBR 125 NSU,7.27,0.0
1305/01533-623,CDI ZANELLA DZE,0.0,14308.63
1305/02276-667,CDI ZANELLA PATAGONIA EAGLE 250 PIETCARD,0.0,16879.99
1305/00350-138,CDI ZANELLA RX 150/CUSTOM 150/HJ110/SWING110/HJ125 .,4.19,0.0
1221/00030-038,CEBADOR AUTOMATICO MOTOMEL VX-150 NSU,5.28,0.0
1415/00002-022,CENTRO EMBRAGUE BAJAJ ROUSER 200 NSU,11.23,0.0
1415/00006-022,CENTRO EMBRAGUE HONDA CG TITAN 150 NEW NSU,7.24,0.0
1415/00100-022,CENTRO EMBRAGUE YAMAHA FZ 16 NSU,13.46,0.0
1415/00040-038,CENTRO EMBRAGUE YAMAHA V80 NSU,3.83,0.0
1415/00200-022,CENTRO EMBRAGUE ZANELLA RX 150 NSU,7.37,0.0
1001/00037-038,CEPILLO LIMPIA CADENA Y TRANSMISION NSU,1.28,0.0
1308/01043-566,CERRADURA DE BAULERAS (516VC) (1272/00030-566) VC,0.0,20619.36
1308/01044-566,CERRADURA DE BAULERAS (819/820)(1272/00080/90-566) VC,0.0,20619.36
1308/01045-566,CERRADURA DE BAULERAS (875VC) (1272/00100-566) VC,0.0,20619.36
1308/01059-566,CERRADURA DE BAULERAS (999/10000) VC,0.0,20619.36
1060/00060-038,CERRADURA ELEVACION DE ASIENTO GILERA SMASH (BASE) NSU,3.48,0.0
1060/00050-038,CERRADURA ELEVACION DE ASIENTO GILERA SMASH NSU,1.95,0.0
